question,answers,type,template_variant
"Who wrote the book ""Trojan women: The Trojan women by Euripedes, and Helen, and Orestes by Ritsos""?",Euripides,book-author,who-wrote-book
"Who is the author of the book ""Hold Me Tight: Your Guide to the Most Successful Approach to Building Loving Relationships""?",Sue Johnson,book-author,author-of-book
"Who is the author of the book ""Possession: A Romance""?",A.S. Byatt,book-author,author-of-book
"Who is the author of the book ""Destined for War: Can America and China Escape Thucydides’s Trap?""?",Graham Allison,book-author,author-of-book
"Who wrote the book ""Mike, Mike & Me""?",Wendy Markham,book-author,who-wrote-book
"Who is the author of the book ""Evening""?",Susan Minot,book-author,author-of-book
"Who wrote the book ""A Brief Life of Christ""?",Fulton J. Sheen,book-author,who-wrote-book
"Who wrote the book ""MADAME BOVARY (Bilingual Edition: English-French): A Classic of French Literature from the prolific French writer, known for Salammbô, Sentimental Education, ... et Pécuchet, November and Three Tales""?",Gustave Flaubert,book-author,who-wrote-book
"Who is the author of the book ""Desire Caught by the Tail""?",Pablo Picasso,book-author,author-of-book
"Who wrote the book ""Killing Pablo: The Hunt for the World's Greatest Outlaw""?",Mark Bowden,book-author,who-wrote-book
"Who is the author of the book ""Captives of the Southwest""?",Noel Marie Fletcher,book-author,author-of-book
"Who is the author of the book ""Liderar é influenciar - Seja agente de transformação positiva em qualquer ambiente""?",John C. Maxwell,book-author,author-of-book
"Who is the author of the book ""March Upcountry""?",David Weber,book-author,author-of-book
"Who wrote the book ""In the Beginning""?",Chaim Potok,book-author,who-wrote-book
"Who wrote the book ""The World of David Walliams 4 Book Collection: Gangsta Granny / The Boy in the Dress / Mr Stink / The Boy in the Dress""?",David Walliams,book-author,who-wrote-book
"Who wrote the book ""The Bargain""?",Mary Jo Putney,book-author,who-wrote-book
"Who wrote the book ""Two-Minute Drill""?",Mike Lupica,book-author,who-wrote-book
"Who is the author of the book ""Lip Service""?",Susan Mallery,book-author,author-of-book
"Who is the author of the book ""The Grim Grotto""?",Lemony Snicket,book-author,author-of-book
"Who is the author of the book ""How to Eat""?",Nigella Lawson,book-author,author-of-book
"Who is the author of the book ""Saved from What?""?",R. C. Sproul,book-author,author-of-book
"Who wrote the book ""Foundation: The History of England from Its Earliest Beginnings to the Tudors""?",Peter Ackroyd,book-author,who-wrote-book
"Who is the author of the book ""Digestive Health with REAL Food""?",Jacob Aglaee,book-author,author-of-book
"Who wrote the book ""The Undrowned Child""?",Michelle Lovric,book-author,who-wrote-book
"Who wrote the book ""A Brief History of Vice: How Bad Behavior Built Civilization""?",Robert Evans,book-author,who-wrote-book
"Who is the author of the book ""The Craft of Writing Science Fiction that Sells""?",Ben Bova,book-author,author-of-book
"Who wrote the book ""Love and Other Wounds: Stories""?",Jordan Harper,book-author,who-wrote-book
"Who is the author of the book ""Thirteen Stories and Thirteen Epitaphs""?",William T. Vollmann,book-author,author-of-book
"Who is the author of the book ""The Beautiful Anthology""?",Ronlyn Domingue,book-author,author-of-book
"Who wrote the book ""A Lucky Life Interrupted: A Memoir of Hope""?",Tom Brokaw,book-author,who-wrote-book
"Who wrote the book ""The Diana I Knew: Loving Memories of the Friendship Between an American Mother and Her Son's Nanny Who Became the Princess of Wales""?",Mary Robertson,book-author,who-wrote-book
"Who wrote the book ""Chasing the Prophecy""?",Brandon Mull,book-author,who-wrote-book
"Who wrote the book ""Teaching Children to Love: 80 Games and Fun Activities for Raising Balanced Children in an Unbalanced World""?",Joseph Chilton Pearce,book-author,who-wrote-book
"Who is the author of the book ""The Power of Myth""?",Joseph Campbell,book-author,author-of-book
"Who wrote the book ""The Shuttle""?",Frances Hodgson Burnett,book-author,who-wrote-book
"Who wrote the book ""The Hanging Tree""?",Ben Aaronovitch,book-author,who-wrote-book
"Who wrote the book ""Song of the Willow""?",Charlotte McPherren,book-author,who-wrote-book
"Who is the author of the book ""Bennelong: The coming in of the Eora Sydney Cove 1788-1792""?",Keith Vincent Smith,book-author,author-of-book
"Who is the author of the book ""The Sky, the Stars, the Wilderness""?",Rick Bass,book-author,author-of-book
"Who is the author of the book ""The Last Kingdom""?",Bernard Cornwell,book-author,author-of-book
"Who wrote the book ""Where We Stand: Class Matters""?",bell hooks,book-author,who-wrote-book
"Who is the author of the book ""Letters Home from Italy""?",Lisa Halvorsen,book-author,author-of-book
"Who wrote the book ""Black Panther #5""?",Ta-Nehisi Coates,book-author,who-wrote-book
"Who is the author of the book ""Ocean of Blood""?",Darren Shan,book-author,author-of-book
"Who wrote the book ""White Fang""?",Jack London,book-author,who-wrote-book
"Who wrote the book ""The Jane Austen Book Club""?",Karen Joy Fowler,book-author,who-wrote-book
"Who is the author of the book ""The Uncollected David Rakoff: Including the entire text of Love, Dishonor, Marry, Die, Cherish, Perish""?",David Rakoff,book-author,author-of-book
"Who wrote the book ""The Curriculum: Everything You Need to Know to Be a Master of Business Arts""?",Stanley Bing,book-author,who-wrote-book
"Who wrote the book ""Further Fridays: Essays, Lectures, and Other Nonfiction, 1984 - 1994""?",John Barth,book-author,who-wrote-book
"Who wrote the book ""Betrayer""?",C.J. Cherryh,book-author,who-wrote-book
"Who wrote the book ""The Death of  Dulgath""?",Michael J. Sullivan,book-author,who-wrote-book
"Who wrote the book ""Picasso at the Lapin Agile and Other Plays""?",Steve Martin,book-author,who-wrote-book
"Who wrote the book ""Notes on an Exodus""?",Richard Flanagan,book-author,who-wrote-book
"Who wrote the book ""The Motion of Puppets""?",Keith Donohue,book-author,who-wrote-book
"Who wrote the book ""The Freedom Manifesto""?",Tom Hodgkinson,book-author,who-wrote-book
"Who is the author of the book ""Black Panther #13""?",Ta-Nehisi Coates,book-author,author-of-book
"Who wrote the book ""The End of the Affair""?",Graham Greene,book-author,who-wrote-book
"Who is the author of the book ""Rain Dogs""?",Adrian McKinty,book-author,author-of-book
"Who wrote the book ""A Montana Born Christmas""?",Jane Porter,book-author,who-wrote-book
"Who wrote the book ""Wild Swans: Three Daughters of China""?",Jung Chang,book-author,who-wrote-book
"Who is the author of the book ""The Idea of Justice""?",Amartya Sen,book-author,author-of-book
"Who is the author of the book ""How the Hell Did This Happen?: A Cautionary Tale of American Democracy""?",P. J. O'Rourke,book-author,author-of-book
"Who wrote the book ""Los días que nos separan""?",Laia Soler,book-author,who-wrote-book
"Who wrote the book ""Help!: How to Be Slightly Happier, Slightly More Successful and Get a Bit More Done""?",Oliver Burkeman,book-author,who-wrote-book
"Who is the author of the book ""Ali and Nino""?",Kurban Said,book-author,author-of-book
"Who is the author of the book ""Liberty""?",Nick Webb,book-author,author-of-book
"Who wrote the book ""The Heart's Victory""?",Nora Roberts,book-author,who-wrote-book
"Who wrote the book ""Winning With People: Discover the People Principles that Work for You Every Time""?",John C. Maxwell,book-author,who-wrote-book
"Who is the author of the book ""Intuition""?",Allegra Goodman,book-author,author-of-book
"Who is the author of the book ""Stoic Six Pack - Meditations of Marcus Aurelius, Golden Sayings, Fragments and Discourses of Epictetus, Letters From A Stoic and The Enchiridion""?",Marcus Aurelius,book-author,author-of-book
"Who wrote the book ""Dreamer's Pool""?",Juliet Marillier,book-author,who-wrote-book
"Who wrote the book ""Nada que temer""?",Julian Barnes,book-author,who-wrote-book
"Who is the author of the book ""Mistress of the Monarchy: The Life of Katherine Swynford, Duchess of Lancaster""?",Alison Weir,book-author,author-of-book
"Who wrote the book ""The Dust that Falls from Dreams""?",Louis de Bernières,book-author,who-wrote-book
"Who wrote the book ""The Firm""?",John Grisham,book-author,who-wrote-book
"Who is the author of the book ""Innovate Like Edison: The Success System of America's Greatest Inventor""?",Michael J. Gelb,book-author,author-of-book
"Who wrote the book ""A Blue So Dark""?",Holly Schindler,book-author,who-wrote-book
"Who wrote the book ""Scarlett: The Sequel to Margaret Mitchell's Gone with the Wind Part 2""?",Alexandra Ripley,book-author,who-wrote-book
"Who wrote the book ""The Red Notebook: True Stories""?",Paul Auster,book-author,who-wrote-book
"Who wrote the book ""Men Without Women: Stories""?",Haruki Murakami,book-author,who-wrote-book
"Who is the author of the book ""Ice Storm""?",Anne Stuart,book-author,author-of-book
"Who wrote the book ""A Possible Life""?",Sebastian Faulks,book-author,who-wrote-book
"Who wrote the book ""Death of a Travelling Man""?",M.C. Beaton,book-author,who-wrote-book
"Who is the author of the book ""Two Hearts""?",Peter S. Beagle,book-author,author-of-book
"Who is the author of the book ""The Complete Stories of Truman Capote""?",Truman Capote,book-author,author-of-book
"Who wrote the book ""The Undead Pool""?",Kim Harrison,book-author,who-wrote-book
"Who wrote the book ""Tall, Dark Streak of Lightning""?",J.M. Richards,book-author,who-wrote-book
"Who is the author of the book ""You Only Live Twice""?",Ian Fleming,book-author,author-of-book
"Who wrote the book ""Bombing in Belgravia""?",Samantha Silver,book-author,who-wrote-book
"Who is the author of the book ""The Short Happy Life of Francis Macomber and Other Stories""?",Ernest Hemingway,book-author,author-of-book
"Who is the author of the book ""The Brave Free Men""?",Jack Vance,book-author,author-of-book
"Who is the author of the book ""La gran búsqueda: Una historia de la economía""?",Sylvia Nasar,book-author,author-of-book
"Who is the author of the book ""Kitty at St Clare's""?",Enid Blyton,book-author,author-of-book
"Who wrote the book ""Confederate Reckoning: Power and Politics in the Civil War South""?",Stephanie McCurry,book-author,who-wrote-book
"Who is the author of the book ""The Adventures of the Wishing-Chair""?",Enid Blyton,book-author,author-of-book
"Who wrote the book ""Brida""?",Paulo Coelho,book-author,who-wrote-book
"Who wrote the book ""Trade Wind""?",M.M. Kaye,book-author,who-wrote-book
"Who is the author of the book ""Where There is Light: Insight and Inspiration for Meeting Life's Challenges""?",Paramahansa Yogananda,book-author,author-of-book
"Who wrote the book ""Not Another New Year's""?",Christie Ridgway,book-author,who-wrote-book
"Who is the author of the book ""Death of Kings""?",Bernard Cornwell,book-author,author-of-book
"Who is the author of the book ""Of the Nightingales That Weep""?",Katherine Paterson,book-author,author-of-book
"Who is the author of the book ""The Darling""?",Russell Banks,book-author,author-of-book
"Who wrote the book ""Charlton Heston: Hollywood's Last Icon""?",Marc Eliot,book-author,who-wrote-book
"Who wrote the book ""Don't Cry""?",Mary Gaitskill,book-author,who-wrote-book
"Who is the author of the book ""Someone Knows""?",Lisa Scottoline,book-author,author-of-book
"Who wrote the book ""The End of All Songs""?",Michael Moorcock,book-author,who-wrote-book
"Who is the author of the book ""A Dead Man in Deptford""?",Anthony Burgess,book-author,author-of-book
"Who wrote the book ""The Cat Who Knew a Cardinal""?",Lilian Jackson Braun,book-author,who-wrote-book
"Who wrote the book ""Dancing With Demons""?",Peter Tremayne,book-author,who-wrote-book
"Who wrote the book ""Kırmızı Saçlı Kadın""?",Orhan Pamuk,book-author,who-wrote-book
"Who wrote the book ""Tanner's Scheme""?",Lora Leigh,book-author,who-wrote-book
"Who is the author of the book ""The Pilgrim's Progress""?",John Bunyan,book-author,author-of-book
"Who wrote the book ""Make Today Count: The Secret of Your Success is Determined by Your Daily Agenda""?",John C. Maxwell,book-author,who-wrote-book
"Who wrote the book ""The Age of Miracles: Embracing the New Midlife""?",Marianne Williamson,book-author,who-wrote-book
"Who wrote the book ""The Evil Seed""?",Joanne Harris,book-author,who-wrote-book
"Who is the author of the book ""The Human Comedy: Selected Stories""?",Honoré de Balzac,book-author,author-of-book
"Who wrote the book ""Some Prefer Nettles""?",Jun'ichirō Tanizaki,book-author,who-wrote-book
"Who wrote the book ""Rebel""?",Bernard Cornwell,book-author,who-wrote-book
"Who wrote the book ""Redeployment""?",Phil Klay,book-author,who-wrote-book
"Who is the author of the book ""Bookends""?",Jane Green,book-author,author-of-book
"Who is the author of the book ""Isaac Newton""?",James Gleick,book-author,author-of-book
"Who is the author of the book ""Star Wars: Tatooine Ghost""?",Troy Denning,book-author,author-of-book
"Who wrote the book ""The Butterfly Effect""?",Jon Ronson,book-author,who-wrote-book
"Who wrote the book ""The Brands Who Came For Christmas""?",Maggie Shayne,book-author,who-wrote-book
"Who wrote the book ""Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions""?",Chimamanda Ngozi Adichie,book-author,who-wrote-book
"Who is the author of the book ""Upstairs at the White House: My Life with the First Ladies""?",J.B. West,book-author,author-of-book
"Who is the author of the book ""H.M.S. Surprise""?",Patrick O'Brian,book-author,author-of-book
