question,answer,type
What is the ISO code of the currency Israeli new shekel from Palestine[K]?,ILS,iso_code
What is the ISO code of the currency Turkish lira from Northern Cyprus?,TRY,iso_code
What is the currency symbol of the currency Sterling from South Georgia and the South Sandwich Islands?,£,symbol_or_abbreviation
What is the fractional unit of the currency Jersey pound from Jersey?,Penny,fractional_unit
What is the ISO code of the currency Euro from Spain?,EUR,iso_code
What is the currency symbol of the currency Guyanese dollar from Guyana?,$,symbol_or_abbreviation
What is the ISO code of the currency Malagasy ariary from Madagascar?,MGA,iso_code
What is the fractional unit of the currency Albanian lek from Albania?,Qintar,fractional_unit
What is the ISO code of the currency Saudi riyal from Saudi Arabia?,SAR,iso_code
What is the currency symbol of the currency Aruban florin from Aruba?,ƒ,symbol_or_abbreviation
What is the ISO code of the currency Comorian franc from Comoros?,KMF,iso_code
What is the fractional unit of the currency Cuban peso from Cuba?,Centavo,fractional_unit
What is the currency symbol of the currency Ugandan shilling from Uganda?,Sh or Shs (pl.),symbol_or_abbreviation
What is the currency symbol of the currency Euro from Kosovo?,€,symbol_or_abbreviation
What is the currency symbol of the currency Paraguayan guaraní from Paraguay?,₲,symbol_or_abbreviation
What is the ISO code of the currency Eastern Caribbean dollar from Grenada?,XCD,iso_code
What is the currency symbol of the currency Manx pound from Isle of Man?,£,symbol_or_abbreviation
What is the fractional unit of the currency Nicaraguan córdoba from Nicaragua?,Centavo,fractional_unit
What is the currency symbol of the currency Sterling from Falkland Islands?,£,symbol_or_abbreviation
What is the fractional unit of the currency Belarusian ruble from Belarus?,Kopeck,fractional_unit
What is the currency symbol of the currency Kenyan shilling from Kenya?,Sh or Shs (pl.),symbol_or_abbreviation
What is the currency symbol of the currency Mexican peso from Mexico?,$,symbol_or_abbreviation
What is the ISO code of the currency Azerbaijani manat from Azerbaijan?,AZN,iso_code
What is the fractional unit of the currency Armenian dram from Armenia?,Luma,fractional_unit
What is the currency symbol of the currency Maldivian rufiyaa from Maldives?,Rf,symbol_or_abbreviation
What is the currency symbol of the currency Israeli new shekel from Israel?,₪,symbol_or_abbreviation
What is the fractional unit of the currency Euro from Italy?,Cent,fractional_unit
What is the fractional unit of the currency Manx pound from Isle of Man?,Penny,fractional_unit
What is the currency symbol of the currency Somali shilling from Somalia?,Sh or Shs (pl.),symbol_or_abbreviation
What is the ISO code of the currency Euro from Spain?,EUR,iso_code
What is the fractional unit of the currency Singapore dollar from Brunei[H]?,Cent,fractional_unit
What is the currency symbol of the currency West African CFA franc from Burkina Faso?,F.CFA,symbol_or_abbreviation
What is the ISO code of the currency Czech koruna from Czech Republic?,CZK,iso_code
What is the currency symbol of the currency Jersey pound from Jersey?,£,symbol_or_abbreviation
What is the ISO code of the currency Renminbi from China?,CNY,iso_code
What is the fractional unit of the currency Eastern Caribbean dollar from Antigua and Barbuda?,Cent,fractional_unit
What is the fractional unit of the currency United States dollar from El Salvador?,Cent,fractional_unit
What is the currency symbol of the currency Guyanese dollar from Guyana?,$,symbol_or_abbreviation
What is the fractional unit of the currency West African CFA franc from Togo?,Centime,fractional_unit
What is the fractional unit of the currency Sterling from Jersey?,Penny,fractional_unit
What is the ISO code of the currency Fijian dollar from Fiji?,FJD,iso_code
What is the currency symbol of the currency Cayman Islands dollar from Cayman Islands?,$,symbol_or_abbreviation
What is the currency symbol of the currency Costa Rican colón from Costa Rica?,₡,symbol_or_abbreviation
What is the fractional unit of the currency Russian ruble from Russia?,Kopeck,fractional_unit
What is the fractional unit of the currency Danish krone from Greenland?,Øre,fractional_unit
What is the ISO code of the currency Sterling from Bailiwick of Guernsey?,GBP,iso_code
What is the currency symbol of the currency Japanese yen from Japan?,¥,symbol_or_abbreviation
What is the currency symbol of the currency New Zealand dollar from New Zealand?,$,symbol_or_abbreviation
What is the currency symbol of the currency Central African CFA franc from Equatorial Guinea?,F.CFA,symbol_or_abbreviation
"What is the fractional unit of the currency South Korean won from Korea, South?",Jeon,fractional_unit
What is the currency symbol of the currency Central African CFA franc from Gabon?,F.CFA,symbol_or_abbreviation
What is the currency symbol of the currency Iraqi dinar from Iraq?,ID,symbol_or_abbreviation
What is the ISO code of the currency Euro from Kosovo?,EUR,iso_code
What is the fractional unit of the currency Sterling from Isle of Man?,Penny,fractional_unit
What is the currency symbol of the currency Swiss franc from Switzerland?,Fr,symbol_or_abbreviation
What is the currency symbol of the currency Indian rupee from India?,₹,symbol_or_abbreviation
What is the fractional unit of the currency Guatemalan quetzal from Guatemala?,Centavo,fractional_unit
What is the ISO code of the currency Euro from Slovenia?,EUR,iso_code
What is the currency symbol of the currency Djiboutian franc from Djibouti?,Fdj,symbol_or_abbreviation
What is the ISO code of the currency Eastern Caribbean dollar from Antigua and Barbuda?,XCD,iso_code
What is the fractional unit of the currency Central African CFA franc from Gabon?,Centime,fractional_unit
What is the fractional unit of the currency New Zealand dollar from Pitcairn Islands?,Cent,fractional_unit
What is the ISO code of the currency Bangladeshi taka from Bangladesh?,BDT,iso_code
What is the ISO code of the currency New Zealand dollar from Niue?,NZD,iso_code
What is the currency symbol of the currency Japanese yen from Japan?,¥,symbol_or_abbreviation
What is the currency symbol of the currency Barbadian dollar from Barbados?,$,symbol_or_abbreviation
What is the fractional unit of the currency Egyptian pound from Palestine[K]?,Piastre[B],fractional_unit
What is the ISO code of the currency Egyptian pound from Egypt?,EGP,iso_code
What is the ISO code of the currency Sterling from Isle of Man?,GBP,iso_code
